Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"309/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Governança e Gestão de Riscos, conf";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"540/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"306/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Governança e Gestão de Riscos, ";SERVICOS;250110;21.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"537/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;7,00000;21.000,0000
"304/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Governança e Gestão de Riscos";SERVICOS;250110;60.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"535/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;20,00000;60.000,0000
"295/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Gestão de Pessoas";SERVICOS;250110;3.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"527/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;1,00000;3.000,0000
"292/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Gestão de Pessoas";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"524/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"287/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ética e Combate à Corrupção";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"519/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"285/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ética e Combate à Corrupção";SERVICOS;250110;24.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"517/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;8,00000;24.000,0000
"282/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia, Projetos e Processos";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"514/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"281/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia, Projetos e Processos";SERVICOS;250110;18.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"513/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;6,00000;18.000,0000
"212/2025";Aprovada;Preparação;"Serviços de Apoio Administrativo para as SEMS no Rio de Janeiro";SERVICOS;250110;5.395.620,7600;02/10/2024;31/03/2025;180;"SAA.COGEP";"453/2024";"Alto";1;30/03/2025;Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;"";"";;"";"";5.395.620,7600;1,00000;5.395.620,7600
"207/2025";Aprovada;;"Aquisição de aparelhos de vído wall para instalação em 8 salas de video conferência.";BENS;250110;6.300.000,0000;31/01/2025;01/08/2025;182;"SAA.CGINFRA.COMAP";"375/2024";"Médio";1;01/08/2025;Material;5895;EQUIPAMENTOS DIVERSOS PARA COMUNICAÇÕES;"9886";"MONITOR IMAGEM";618670;"CARACTERÍSTICAS ADICIONAIS: TELA TOUCHSCREEN, CAMERA INTEGRADA,COM MODULO GPS, FORMATO TELA: WIDESCREEN, TAMANHO TELA: 75, TENSÃO OPERAÇÃO: BIVOLT, TIPO TELA: LED";"UN";85.000,0000;60,00000;5.100.000,0000
"207/2025";Aprovada;;"Aquisição de aparelhos de vído wall para instalação em 8 salas de video conferência.";BENS;250110;6.300.000,0000;31/01/2025;01/08/2025;182;"SAA.CGINFRA.COMAP";"438/2024";"Médio";1;30/06/2025;Material;5835;EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE SOM;"12104";"SISTEMA COMPLETO DE GRAVACAO, RECEPCAO E REPRODUCAO DE SOM";;"";"";1.200.000,0000;1,00000;1.200.000,0000
"199/2025";Aprovada;;"Locação de Veículo Blindado de Representação para o Ministério da Saúde no Rio de Janeiro";SERVICOS;250110;354.276,9600;04/10/2024;02/04/2025;180;"SAA.CGCON.DIFSEP";"425/2024";"Alto";1;02/04/2025;Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;"";"";4014;"LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS";"";29.523,0800;12,00000;354.276,9600
"186/2025";Aprovada;;"Aquisição de ar-condicionado para o Edifíco Sede e Anexo";BENS;250110;248.000,0000;05/03/2025;01/09/2025;180;"SAA.CGINFRA";"370/2024";"Médio";1;30/08/2025;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;"13768";"APARELHO AR CONDICIONADO";618525;"CAPACIDADE REFRIGERAÇÃO: 12.000, CARACTERÍSTICAS ADICIONAIS: COM CONTROLE REMOTO SEM FIO, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO S/FIO, QUENTE/FRIO, SELO PROCEL, FREQÜÊNCIA: 60, GARANTIA: 1, MODELO: SPLIT INVERTER, TENSÃO: 220, TIPO: SPLIT HI WALL";"UN";3.000,0000;20,00000;60.000,0000
"186/2025";Aprovada;;"Aquisição de ar-condicionado para o Edifíco Sede e Anexo";BENS;250110;248.000,0000;05/03/2025;01/09/2025;180;"SAA.CGINFRA";"370/2024";"Médio";2;30/08/2025;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;"13768";"APARELHO AR CONDICIONADO";621057;"CAPACIDADE REFRIGERAÇÃO: 17.000 À 20.000, CARACTERÍSTICAS ADICIONAIS: CONTROLE REMOTO/CICLO REVERSO (QUENTE/FRIO), FREQÜÊNCIA: 60, GARANTIA: 1, MODELO: PISO-TETO INVERTER, TENSÃO: 220, TIPO: SPLIT";"UN";4.300,0000;20,00000;86.000,0000
"186/2025";Aprovada;;"Aquisição de ar-condicionado para o Edifíco Sede e Anexo";BENS;250110;248.000,0000;05/03/2025;01/09/2025;180;"SAA.CGINFRA";"370/2024";"Médio";3;30/08/2025;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;"13768";"APARELHO AR CONDICIONADO";619109;"CAPACIDADE REFRIGERAÇÃO: 24.000, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO/CICLO REVERSO (QUENTE/FRIO), FREQÜÊNCIA: 60, GARANTIA: 1, MODELO: SPLIT INVERTER, TENSÃO: 220, TIPO: HI-WALL";"UN";5.100,0000;20,00000;102.000,0000
"181/2025";Aprovada;;"Contratação de serviços de locação de veículos para atender as SEMS";SERVICOS;250110;3.267.206,4400;03/10/2024;01/04/2025;180;"SAA.COGAD";"372/2024";"Baixo";1;01/04/2025;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;"";"";23469;"PRESTAÇÃO DE SERVIÇO DE  TRANSPORTE PARA SERVIDOR - CONDUÇÃODE VEÍCULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA";"";539.762,6400;1,00000;539.762,6400
"181/2025";Aprovada;;"Contratação de serviços de locação de veículos para atender as SEMS";SERVICOS;250110;3.267.206,4400;03/10/2024;01/04/2025;180;"SAA.COGAD";"372/2024";"Baixo";2;01/04/2025;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;"";"";23469;"PRESTAÇÃO DE SERVIÇO DE  TRANSPORTE PARA SERVIDOR - CONDUÇÃODE VEÍCULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA";"";461.806,4400;1,00000;461.806,4400
"181/2025";Aprovada;;"Contratação de serviços de locação de veículos para atender as SEMS";SERVICOS;250110;3.267.206,4400;03/10/2024;01/04/2025;180;"SAA.COGAD";"372/2024";"Baixo";3;01/04/2025;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;"";"";23469;"PRESTAÇÃO DE SERVIÇO DE  TRANSPORTE PARA SERVIDOR - CONDUÇÃODE VEÍCULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA";"";481.673,5600;1,00000;481.673,5600
"181/2025";Aprovada;;"Contratação de serviços de locação de veículos para atender as SEMS";SERVICOS;250110;3.267.206,4400;03/10/2024;01/04/2025;180;"SAA.COGAD";"372/2024";"Baixo";4;01/04/2025;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;"";"";23469;"PRESTAÇÃO DE SERVIÇO DE  TRANSPORTE PARA SERVIDOR - CONDUÇÃODE VEÍCULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA";"";705.778,4400;1,00000;705.778,4400
"181/2025";Aprovada;;"Contratação de serviços de locação de veículos para atender as SEMS";SERVICOS;250110;3.267.206,4400;03/10/2024;01/04/2025;180;"SAA.COGAD";"372/2024";"Baixo";5;01/04/2025;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;"";"";23469;"PRESTAÇÃO DE SERVIÇO DE  TRANSPORTE PARA SERVIDOR - CONDUÇÃODE VEÍCULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA";"";167.766,0000;1,00000;167.766,0000
"181/2025";Aprovada;;"Contratação de serviços de locação de veículos para atender as SEMS";SERVICOS;250110;3.267.206,4400;03/10/2024;01/04/2025;180;"SAA.COGAD";"372/2024";"Baixo";6;01/04/2025;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;"";"";23469;"PRESTAÇÃO DE SERVIÇO DE  TRANSPORTE PARA SERVIDOR - CONDUÇÃODE VEÍCULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA";"";379.880,4000;1,00000;379.880,4000
"181/2025";Aprovada;;"Contratação de serviços de locação de veículos para atender as SEMS";SERVICOS;250110;3.267.206,4400;03/10/2024;01/04/2025;180;"SAA.COGAD";"372/2024";"Baixo";7;01/04/2025;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;"";"";23469;"PRESTAÇÃO DE SERVIÇO DE  TRANSPORTE PARA SERVIDOR - CONDUÇÃODE VEÍCULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA";"";530.538,9600;1,00000;530.538,9600
"121/2025";Aprovada;Preparação;"Serviço de solução de microssegmentação de redes.";CONTRATACOES_TIC;250110;5.000.000,0000;30/01/2025;31/01/2025;1;"SEIDIGI.DATASUS.CGIE";"55/2024";"Baixo";1;31/01/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";5.000.000,0000;1,00000;5.000.000,0000
"119/2025";Aprovada;;"Serviço de lavanderia - Zé Gotinha.";SERVICOS;250110;33.686,4000;27/06/2025;25/12/2025;181;"GM";"14/2024";"Baixo";1;25/02/2025;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;"";"";;"";"";33.686,4000;1,00000;33.686,4000
"116/2025";Aprovada;;"Serviço de Licença da ferramenta Streamyard";CONTRATACOES_TIC;250110;12.000,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.DCCMS";"152/2024";"Baixo";1;31/07/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";2.400,0000;5,00000;12.000,0000
"115/2025";Aprovada;;"Serviço de repositório institucional para a Biblioteca do MS";SERVICOS;250110;21.800,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.CODINF";"196/2024";"Baixo";1;31/07/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27464;"LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA SERVIDOR";"";21.800,0000;1,00000;21.800,0000
"111/2025";Aprovada;;"Serviço de  expansão da plataforma que dá sustentação à solução integrada para higienização de ETL";CONTRATACOES_TIC;250110;8.000.000,0000;30/10/2024;28/04/2025;180;"SEIDIGI.DATASUS.CGIE";"38/2024";"Baixo";1;28/04/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";80.000,0000;100,00000;8.000.000,0000
"109/2025";Aprovada;;"Aquisição de Mesa digitalizadora";BENS;250110;4.500,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.DCCMS";"162/2024";"Baixo";1;31/07/2025;Material;7040;EQUIPAMENTOS DE ENTRADA DE DADOS;"9636";"MESA DIGITALIZADORA";476824;"CARACTERÍSTICAS ADICIONAIS: CANETA SEM FIO C/ SUPORTE PARA CANETA, CABO USB, COMPATIBILIDADE: WIN 10, WIN8, WIN7 MAC OS X 10.10 OU POSTERIOR, PADRÃO: USB, PRECISÃO: 2048 NÍVEIS DE PRECISÃO, PROGRAMA SUPORTADO: PROGRAMAS DE DESINER GRÁFICO, RESOLUÇÃO: 2540, TECNOLOGIA: ELETROMAGNÉTICA";"UN";4.500,0000;1,00000;4.500,0000
"107/2025";Aprovada;;"Aquisição de Luvas sem pó";BENS;250110;4.720,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.ARQUIVO";"166/2024";"Baixo";1;31/07/2025;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;"421";"LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO";383407;"CARACTERÍSTICAS ADICIONAIS: SEM PÓ, ANTIDERRAPANTE, ESTERILIDADE: ESTÉRIL, MATERIAL: 100% NITRILE, TAMANHO: MÉDIO, TIPO: AMBIDESTRA";"CX";30,0000;40,00000;1.200,0000
"107/2025";Aprovada;;"Aquisição de Luvas sem pó";BENS;250110;4.720,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.ARQUIVO";"166/2024";"Baixo";2;31/07/2025;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;"421";"LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO";383406;"CARACTERÍSTICAS ADICIONAIS: SEM PÓ, ANTIDERRAPANTE, ESTERILIDADE: ESTÉRIL, MATERIAL: 100% NITRILE, TAMANHO: GRANDE, TIPO: AMBIDESTRA";"CX";32,0000;80,00000;2.560,0000
"107/2025";Aprovada;;"Aquisição de Luvas sem pó";BENS;250110;4.720,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.ARQUIVO";"166/2024";"Baixo";3;31/07/2025;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;"421";"LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO";277759;"CARACTERÍSTICAS ADICIONAIS: SEM PÓ, ANTIDERRAPANTE, MATERIAL: 100% NITRILE, TAMANHO: EXTRA GRANDE, TIPO: AMBIDESTRA";"CX";32,0000;30,00000;960,0000
"106/2025";Aprovada;;"Aquisição de carrinhos para transporte interno de documentos para execução das atividades do arquivo";BENS;250110;6.000,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.ARQUIVO";"130/2024";"Baixo";1;31/07/2025;Material;3920;EQUIPAMENTOS NÃO AUTOPROPULSIONADO PARA MOVIMENTAÇÃO  DE  MATERIAIS;"4621";"CARRO CARGA";613959;"ACABAMENTO SUPERFICIAL: PINTURA EPOXI, ALTURA: 42, APLICAÇÃO: TRANSPORTE DE CARGA, CAPACIDADE CARGA: 500, CARACTERÍSTICAS ADICIONAIS: 4 RODAS PNEUMÁTICAS, SISTEMA DE DIREÇÃO/MANOBRA, COMPRIMENTO: 150, COR: AZUL, LARGURA: 80, MATERIAL: AÇO, QUANTIDADE RODÍZIOS: 4, TIPO: PLATAFORMA, TIPO RODÍZIO: 2 FIXOS E 2 GIRATÓRIOS";"UN";1.500,0000;4,00000;6.000,0000
"105/2025";Aprovada;;"Serviço de segurança da Informação referente a Testes de Intrusão Externos e Internos aos Sistemas";CONTRATACOES_TIC;250110;12.000.000,0000;09/08/2024;07/02/2025;182;"SEIDIGI.DATASUS.CGIE";"51/2024";"Baixo";1;18/02/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";12.000.000,0000;1,00000;12.000.000,0000
"45/2025";Aprovada;;" Serviço de Gerenciamento de Resíduos Sólidos";SERVICOS;250110;12.789,6600;02/01/2025;01/07/2025;180;"SAA.CGSA";"160/2024";"Baixo";1;01/07/2025;Serviço;949;OUTROS SERVIÇOS DE PROTEÇÃO AMBIENTAL N.C.P;"";"";21423;"PLANO GERENCIAMENTO RESÍDUOS SÓLIDOS";"";12.789,6600;1,00000;12.789,6600
"44/2025";Aprovada;;"Fornecimento com instalação de cortinas tipo rolô em tela solar translúcida e blackout";BENS;250110;1.754.730,8000;02/12/2024;30/05/2025;179;"SAA.CGINFRA";"170/2024";"Médio";1;31/05/2025;Material;7230;TAPEÇARIAS, CORTINAS E PERSIANAS;"5933";"CORTINA";466989;"MATERIAL: FIBRA DE VIDRO E PVC, APLICAÇÃO: AMBIENTE PROFISSIONAL, TRILHO: ALUMÍNIO, COR: BRANCA, TIPO: ROLÔ, CARACTERÍSTICAS ADICIONAIS: TELA SOLAR, FATOR ABERTURA 3%, ACIONAMENTO MANUAL";"M2";534,2200;3.150,00000;1.682.793,0000
"44/2025";Aprovada;;"Fornecimento com instalação de cortinas tipo rolô em tela solar translúcida e blackout";BENS;250110;1.754.730,8000;02/12/2024;30/05/2025;179;"SAA.CGINFRA";"170/2024";"Médio";2;31/05/2025;Material;7230;TAPEÇARIAS, CORTINAS E PERSIANAS;"5933";"CORTINA";466989;"MATERIAL: FIBRA DE VIDRO E PVC, APLICAÇÃO: AMBIENTE PROFISSIONAL, TRILHO: ALUMÍNIO, COR: BRANCA, TIPO: ROLÔ, CARACTERÍSTICAS ADICIONAIS: TELA SOLAR, FATOR ABERTURA 3%, ACIONAMENTO MANUAL";"M2";344,2000;209,00000;71.937,8000
"43/2025";Aprovada;;"Aquisição de sistema de iluminação da fachada frontal ao eixo monumental, do edifício sede do MS";BENS;250110;1.120.000,0000;01/11/2024;30/04/2025;180;"SAA.CGINFRA";"150/2024";"Médio";1;30/04/2025;Material;6210;APARELHOS DE ILUMINAÇÃO ELÉTRICA DE USO INTERNO E EXTERNO;"19227";"KIT ILUMINAÇÃO EXTERNA";387868;"COMPONENTES: 02 REFLETORES SET LIGHT, 02 TRIPES DE 3M DE ALTURA, APLICAÇÃO: AUDIVISUAIS";"UN";70.000,0000;16,00000;1.120.000,0000
"41/2025";Aprovada;;"Aquisição de divisórias com serviço de instalação ";BENS;250110;3.204.500,0000;01/11/2024;30/04/2025;180;"SAA.CGINFRA";"164/2024";"Médio";1;30/04/2025;Material;5670;COMPONENTES PRÉ-FABRICADOS PARA CONSTRUÇÃO;"815";"DIVISÓRIA";486364;"MATERIAL: MDF, ACABAMENTO SUPERFICIAL: LAMINADO MELAMÍNICO, MATERIAL PERFIL: ALUMÍNIO ANODIZADO, ALTURA: 2,60, LARGURA: 90, CARACTERÍSTICAS ADICIONAIS: PAINEL CEGO, PADRÃO ACABAMENTO: ANODIZADO";"M2";780,0000;1.200,00000;936.000,0000
"41/2025";Aprovada;;"Aquisição de divisórias com serviço de instalação ";BENS;250110;3.204.500,0000;01/11/2024;30/04/2025;180;"SAA.CGINFRA";"164/2024";"Médio";2;30/04/2025;Material;5670;COMPONENTES PRÉ-FABRICADOS PARA CONSTRUÇÃO;"815";"DIVISÓRIA";457445;"MATERIAL: VIDRO, ACABAMENTO SUPERFICIAL: LAMINADO MELAMÍNICO, MATERIAL PERFIL: ALUMÍNIO ANODIZADO FOSCO, ALTURA: 2,50, ESPESSURA: 15, LARGURA: 90, CARACTERÍSTICAS ADICIONAIS: VIDRO DUPLO 6 MM, BANDEIRA CEGA NA PARTE SUPERIOR";"M2";920,0000;1.200,00000;1.104.000,0000
"41/2025";Aprovada;;"Aquisição de divisórias com serviço de instalação ";BENS;250110;3.204.500,0000;01/11/2024;30/04/2025;180;"SAA.CGINFRA";"164/2024";"Médio";3;30/04/2025;Material;5670;COMPONENTES PRÉ-FABRICADOS PARA CONSTRUÇÃO;"15475";"PORTA PARA DIVISÓRIA";486392;"MATERIAL: MDF, ACABAMENTO SUPERFICIAL: LAMINADO MELAMÍNICO, ALTURA: 2600, TIPO: PAINEL CEGO, LARGURA: 910, CARACTERÍSTICAS ADICIONAIS: COM FERRAGENS";"UN";2.250,0000;150,00000;337.500,0000
"41/2025";Aprovada;;"Aquisição de divisórias com serviço de instalação ";BENS;250110;3.204.500,0000;01/11/2024;30/04/2025;180;"SAA.CGINFRA";"164/2024";"Médio";4;30/04/2025;Material;5670;COMPONENTES PRÉ-FABRICADOS PARA CONSTRUÇÃO;"15475";"PORTA PARA DIVISÓRIA";602635;"MATERIAL: MADEIRA, ACABAMENTO SUPERFICIAL: LAMINADO MELAMÍNICO, ALTURA: 2,10, ESPESSURA: 4, TIPO: MONOBLOCO, LARGURA: 82, CARACTERÍSTICAS ADICIONAIS: DUPLA, COM BATENTE, REQUADRO, FECHADURA TUBULAR,, PADRÃO ACABAMENTO: MADEIRADO LINO";"UN";3.600,0000;20,00000;72.000,0000
"41/2025";Aprovada;;"Aquisição de divisórias com serviço de instalação ";BENS;250110;3.204.500,0000;01/11/2024;30/04/2025;180;"SAA.CGINFRA";"164/2024";"Médio";5;30/04/2025;Material;7230;TAPEÇARIAS, CORTINAS E PERSIANAS;"760";"PERSIANA";483681;"MATERIAL: ALUMÍNIO, ESPESSURA LÂMINA:  25, ALTURA: 1,50, APLICAÇÃO: AMBIENTE PROFISSIONAL, COR: CINZA, TIPO: HORIZONTAL, LARGURA: 2,50";"M2";350,0000;700,00000;245.000,0000
"41/2025";Aprovada;;"Aquisição de divisórias com serviço de instalação ";BENS;250110;3.204.500,0000;01/11/2024;30/04/2025;180;"SAA.CGINFRA";"164/2024";"Médio";6;30/04/2025;Material;5670;COMPONENTES PRÉ-FABRICADOS PARA CONSTRUÇÃO;"815";"DIVISÓRIA";456579;"MATERIAL: VIDRO, MATERIAL PERFIL: AÇO GALVANIZADO, ALTURA: 1.200, TRATAMENTO SUPERFICIAL PERFIL: PINTURA ELETROSTÁTICA EPÓXI POLIESTER, ESPESSURA: 35, LARGURA: 1.090, CARACTERÍSTICAS ADICIONAIS: PAINEL DE VIDRO COMUM TRANSPARENTE";"M2";1.700,0000;300,00000;510.000,0000
"39/2025";Aprovada;;"Aquisição de equipamento de EPI ";BENS;250110;3.899,0000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"246/2024";"Médio";1;30/09/2025;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;"1364";"MACACÃO";402138;"CARACTERÍSTICAS ADICIONAIS: UNISSEX/ TIPO PADRÃO COM ZÍPER, COR: BRANCA, MATERIAL: TYVER, TAMANHO: XG";"UN";38,9900;100,00000;3.899,0000
"37/2025";Aprovada;;"Aquisição de bateria recarregável";BENS;250110;112.000,0000;02/01/2025;30/06/2025;179;"SVS.DEDT.CGZV";"242/2024";"Médio";1;30/06/2025;Material;6140;BATERIAS RECARREGÁVEIS;"3475";"BATERIA RECARREGÁVEL";401988;"APLICAÇÃO: ARMADILHAS ENTOMOLÓGICAS, CAPACIDADE NOMINAL: 7,2, MODELO: PORTÁTIL, PESO: 1,2, SISTEMA ELETROQUÍMICO: CHUMBO-ÁCIDO, TENSÃO NOMINAL: 6, TIPO: SELADA VRLA(REGULADAS POR VÁLVULAS)";"UN";112,0000;1.000,00000;112.000,0000
"35/2025";Aprovada;;"Aquisição de equipamentos para cozinha";BENS;250110;36.356,4000;04/04/2025;01/10/2025;180;"SAA.CGSA";"63/2024";"Baixo";1;30/07/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1069";"CAFETEIRA ELÉTRICA";386003;"CAPACIDADE: 20, MATERIAL: AÇO INOXIDÁVEL, VOLTAGEM: 220, APLICAÇÃO: INDUSTRIAL";"UN";1.980,0000;8,00000;15.840,0000
"35/2025";Aprovada;;"Aquisição de equipamentos para cozinha";BENS;250110;36.356,4000;04/04/2025;01/10/2025;180;"SAA.CGSA";"156/2024";"Baixo";1;01/10/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1045";"FORNO MICROONDAS";473582;"CAPACIDADE: 32, CARACTERÍSTICAS ADICIONAIS: ALARME SONORO, POTÊNCIA: 900, VOLTAGEM: 220";"UN";683,8800;30,00000;20.516,4000
"31/2025";Aprovada;;" Serviço de Retrofit do Bloco G e Anexo";OBRAS_SERV_ESP_ENGENHARIA;250110;150.000.000,0000;03/04/2025;30/09/2025;180;"SAA.CGINFRA";"138/2024";"Médio";1;30/09/2025;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;"";"";1627;"MANUTENÇÃO / REFORMA PREDIAL";"";150.000.000,0000;1,00000;150.000.000,0000
